ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,QUIXADÁ,NOVO,JOÃO AMOÊDO,Partido Novo,161
2018,QUIXADÁ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,10
2018,QUIXADÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,10054
2018,QUIXADÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,89
2018,QUIXADÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,QUIXADÁ,PATRI,CABO DACIOLO,Patriota,255
2018,QUIXADÁ,PODE,ALVARO DIAS,Podemos,46
2018,QUIXADÁ,REDE,MARINA SILVA,Rede Sustentabilidade,91
2018,QUIXELÔ,#NULO#,Branco,#NULO#,303
2018,QUIXELÔ,#NULO#,Nulo,#NULO#,409
2018,QUIXELÔ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,60
2018,QUIXELÔ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,82
2018,QUIXELÔ,PDT,CIRO GOMES,Partido Democrático Trabalhista,4389
2018,QUIXELÔ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4918
2018,QUIXELÔ,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,QUIXELÔ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,QUIXELÔ,PSL,JAIR BOLSONARO,Partido Social Liberal,853
2018,QUIXELÔ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,73
2018,QUIXELÔ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,QUIXELÔ,PATRI,CABO DACIOLO,Patriota,31
2018,QUIXELÔ,PODE,ALVARO DIAS,Podemos,12
2018,QUIXELÔ,REDE,MARINA SILVA,Rede Sustentabilidade,23
2018,QUIXERAMOBIM,#NULO#,Branco,#NULO#,581
2018,QUIXERAMOBIM,#NULO#,Nulo,#NULO#,1592
2018,QUIXERAMOBIM,DC,EYMAEL,Democracia Cristã,2
2018,QUIXERAMOBIM,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,123
2018,QUIXERAMOBIM,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,191
2018,QUIXERAMOBIM,PDT,CIRO GOMES,Partido Democrático Trabalhista,20311
2018,QUIXERAMOBIM,PT,FERNANDO HADDAD,Partido dos Trabalhadores,14790
2018,QUIXERAMOBIM,NOVO,JOÃO AMOÊDO,Partido Novo,66
2018,QUIXERAMOBIM,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,6
2018,QUIXERAMOBIM,PSL,JAIR BOLSONARO,Partido Social Liberal,5096
2018,QUIXERAMOBIM,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,66
2018,QUIXERAMOBIM,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,12
2018,QUIXERAMOBIM,PATRI,CABO DACIOLO,Patriota,273
2018,QUIXERAMOBIM,PODE,ALVARO DIAS,Podemos,26
2018,QUIXERAMOBIM,REDE,MARINA SILVA,Rede Sustentabilidade,70
2018,QUIXERÉ,#NULO#,Branco,#NULO#,300
2018,QUIXERÉ,#NULO#,Nulo,#NULO#,938
2018,QUIXERÉ,DC,EYMAEL,Democracia Cristã,4
2018,QUIXERÉ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,75
2018,QUIXERÉ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,77
2018,QUIXERÉ,PDT,CIRO GOMES,Partido Democrático Trabalhista,6414
2018,QUIXERÉ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3696
2018,QUIXERÉ,NOVO,JOÃO AMOÊDO,Partido Novo,25
2018,QUIXERÉ,PSL,JAIR BOLSONARO,Partido Social Liberal,2040
2018,QUIXERÉ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,36
2018,QUIXERÉ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,QUIXERÉ,PATRI,CABO DACIOLO,Patriota,164
2018,QUIXERÉ,PODE,ALVARO DIAS,Podemos,19
2018,QUIXERÉ,REDE,MARINA SILVA,Rede Sustentabilidade,38
2018,REDENÇÃO,#NULO#,Branco,#NULO#,588
2018,REDENÇÃO,#NULO#,Nulo,#NULO#,1239
2018,REDENÇÃO,DC,EYMAEL,Democracia Cristã,4
2018,REDENÇÃO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,130
2018,REDENÇÃO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,278
2018,REDENÇÃO,PDT,CIRO GOMES,Partido Democrático Trabalhista,5550
2018,REDENÇÃO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7896
2018,REDENÇÃO,NOVO,JOÃO AMOÊDO,Partido Novo,28
2018,REDENÇÃO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,REDENÇÃO,PSL,JAIR BOLSONARO,Partido Social Liberal,2892
2018,REDENÇÃO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,35
2018,REDENÇÃO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,6
2018,REDENÇÃO,PATRI,CABO DACIOLO,Patriota,228
2018,REDENÇÃO,PODE,ALVARO DIAS,Podemos,38
2018,REDENÇÃO,REDE,MARINA SILVA,Rede Sustentabilidade,67
2018,RERIUTABA,#NULO#,Branco,#NULO#,270
2018,RERIUTABA,#NULO#,Nulo,#NULO#,473
2018,RERIUTABA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,43
2018,RERIUTABA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,72
2018,RERIUTABA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6335
2018,RERIUTABA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3137
2018,RERIUTABA,NOVO,JOÃO AMOÊDO,Partido Novo,13
2018,RERIUTABA,PSL,JAIR BOLSONARO,Partido Social Liberal,959
2018,RERIUTABA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,17
2018,RERIUTABA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,RERIUTABA,PATRI,CABO DACIOLO,Patriota,40
2018,RERIUTABA,PODE,ALVARO DIAS,Podemos,14
2018,RERIUTABA,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,RUSSAS,#NULO#,Branco,#NULO#,834
2018,RUSSAS,#NULO#,Nulo,#NULO#,2382
2018,RUSSAS,DC,EYMAEL,Democracia Cristã,5
2018,RUSSAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,138
2018,RUSSAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,362
2018,RUSSAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,19249
2018,RUSSAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,13338
2018,RUSSAS,NOVO,JOÃO AMOÊDO,Partido Novo,139
2018,RUSSAS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,RUSSAS,PSL,JAIR BOLSONARO,Partido Social Liberal,8810
2018,RUSSAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,43
2018,RUSSAS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,11
2018,RUSSAS,PATRI,CABO DACIOLO,Patriota,420
2018,RUSSAS,PODE,ALVARO DIAS,Podemos,66
2018,RUSSAS,REDE,MARINA SILVA,Rede Sustentabilidade,223
2018,SABOEIRO,#NULO#,Branco,#NULO#,218
2018,SABOEIRO,#NULO#,Nulo,#NULO#,558
2018,SABOEIRO,DC,EYMAEL,Democracia Cristã,1
2018,SABOEIRO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,63
2018,SABOEIRO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,84
2018,SABOEIRO,PDT,CIRO GOMES,Partido Democrático Trabalhista,2773
2018,SABOEIRO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4638
2018,SABOEIRO,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,SABOEIRO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,SABOEIRO,PSL,JAIR BOLSONARO,Partido Social Liberal,906
2018,SABOEIRO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,23
2018,SABOEIRO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,SABOEIRO,PATRI,CABO DACIOLO,Patriota,41
2018,SABOEIRO,PODE,ALVARO DIAS,Podemos,3
2018,SABOEIRO,REDE,MARINA SILVA,Rede Sustentabilidade,12
2018,SALITRE,#NULO#,Branco,#NULO#,141
2018,SALITRE,#NULO#,Nulo,#NULO#,348
2018,SALITRE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,56
2018,SALITRE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,72
2018,SALITRE,PDT,CIRO GOMES,Partido Democrático Trabalhista,2369
2018,SALITRE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6154
2018,SALITRE,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,SALITRE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,SALITRE,PSL,JAIR BOLSONARO,Partido Social Liberal,712
2018,SALITRE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,6
2018,SALITRE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,SALITRE,PATRI,CABO DACIOLO,Patriota,13
2018,SALITRE,PODE,ALVARO DIAS,Podemos,3
2018,SALITRE,REDE,MARINA SILVA,Rede Sustentabilidade,10
2018,SANTA QUITÉRIA,#NULO#,Branco,#NULO#,466
2018,SANTA QUITÉRIA,#NULO#,Nulo,#NULO#,766
2018,SANTA QUITÉRIA,DC,EYMAEL,Democracia Cristã,2
2018,SANTA QUITÉRIA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,127
2018,SANTA QUITÉRIA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,155
2018,SANTA QUITÉRIA,PDT,CIRO GOMES,Partido Democrático Trabalhista,14133
2018,SANTA QUITÉRIA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7507
2018,SANTA QUITÉRIA,NOVO,JOÃO AMOÊDO,Partido Novo,30
2018,SANTA QUITÉRIA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,SANTA QUITÉRIA,PSL,JAIR BOLSONARO,Partido Social Liberal,2327
2018,SANTA QUITÉRIA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,41
2018,SANTA QUITÉRIA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,SANTA QUITÉRIA,PATRI,CABO DACIOLO,Patriota,83
2018,SANTA QUITÉRIA,PODE,ALVARO DIAS,Podemos,21
2018,SANTA QUITÉRIA,REDE,MARINA SILVA,Rede Sustentabilidade,55
2018,SANTANA DO ACARAÚ,#NULO#,Branco,#NULO#,450
2018,SANTANA DO ACARAÚ,#NULO#,Nulo,#NULO#,752
2018,SANTANA DO ACARAÚ,DC,EYMAEL,Democracia Cristã,5
2018,SANTANA DO ACARAÚ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,111
2018,SANTANA DO ACARAÚ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,171
2018,SANTANA DO ACARAÚ,PDT,CIRO GOMES,Partido Democrático Trabalhista,6637
2018,SANTANA DO ACARAÚ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,9487
2018,SANTANA DO ACARAÚ,NOVO,JOÃO AMOÊDO,Partido Novo,24
2018,SANTANA DO ACARAÚ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,SANTANA DO ACARAÚ,PSL,JAIR BOLSONARO,Partido Social Liberal,2113
2018,SANTANA DO ACARAÚ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,32
2018,SANTANA DO ACARAÚ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,SANTANA DO ACARAÚ,PATRI,CABO DACIOLO,Patriota,101
2018,SANTANA DO ACARAÚ,PODE,ALVARO DIAS,Podemos,16
2018,SANTANA DO ACARAÚ,REDE,MARINA SILVA,Rede Sustentabilidade,104
2018,SANTANA DO CARIRI,#NULO#,Branco,#NULO#,130
2018,SANTANA DO CARIRI,#NULO#,Nulo,#NULO#,383
2018,SANTANA DO CARIRI,DC,EYMAEL,Democracia Cristã,2
2018,SANTANA DO CARIRI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,70
2018,SANTANA DO CARIRI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,81
2018,SANTANA DO CARIRI,PDT,CIRO GOMES,Partido Democrático Trabalhista,3258
2018,SANTANA DO CARIRI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5710
2018,SANTANA DO CARIRI,NOVO,JOÃO AMOÊDO,Partido Novo,8
2018,SANTANA DO CARIRI,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,SANTANA DO CARIRI,PSL,JAIR BOLSONARO,Partido Social Liberal,584
2018,SANTANA DO CARIRI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,47
2018,SANTANA DO CARIRI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,SANTANA DO CARIRI,PATRI,CABO DACIOLO,Patriota,33
2018,SANTANA DO CARIRI,PODE,ALVARO DIAS,Podemos,14
2018,SANTANA DO CARIRI,REDE,MARINA SILVA,Rede Sustentabilidade,10
2018,SÃO BENEDITO,#NULO#,Branco,#NULO#,841
2018,SÃO BENEDITO,#NULO#,Nulo,#NULO#,1571
2018,SÃO BENEDITO,DC,EYMAEL,Democracia Cristã,11
2018,SÃO BENEDITO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,190
2018,SÃO BENEDITO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,177
2018,SÃO BENEDITO,PDT,CIRO GOMES,Partido Democrático Trabalhista,13888
2018,SÃO BENEDITO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7019
2018,SÃO BENEDITO,NOVO,JOÃO AMOÊDO,Partido Novo,34
2018,SÃO BENEDITO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,SÃO BENEDITO,PSL,JAIR BOLSONARO,Partido Social Liberal,3567
2018,SÃO BENEDITO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,33
2018,SÃO BENEDITO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,SÃO BENEDITO,PATRI,CABO DACIOLO,Patriota,75
2018,SÃO BENEDITO,PODE,ALVARO DIAS,Podemos,16
2018,SÃO BENEDITO,REDE,MARINA SILVA,Rede Sustentabilidade,43
2018,SÃO GONÇALO DO AMARANTE,#NULO#,Branco,#NULO#,635
2018,SÃO GONÇALO DO AMARANTE,#NULO#,Nulo,#NULO#,1898
2018,SÃO GONÇALO DO AMARANTE,DC,EYMAEL,Democracia Cristã,7
2018,SÃO GONÇALO DO AMARANTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,191
2018,SÃO GONÇALO DO AMARANTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,669
2018,SÃO GONÇALO DO AMARANTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,11921
2018,SÃO GONÇALO DO AMARANTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,10491
2018,SÃO GONÇALO DO AMARANTE,NOVO,JOÃO AMOÊDO,Partido Novo,85
2018,SÃO GONÇALO DO AMARANTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,SÃO GONÇALO DO AMARANTE,PSL,JAIR BOLSONARO,Partido Social Liberal,8097
2018,SÃO GONÇALO DO AMARANTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,100
2018,SÃO GONÇALO DO AMARANTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,11
2018,SÃO GONÇALO DO AMARANTE,PATRI,CABO DACIOLO,Patriota,594
2018,SÃO GONÇALO DO AMARANTE,PODE,ALVARO DIAS,Podemos,49
2018,SÃO GONÇALO DO AMARANTE,REDE,MARINA SILVA,Rede Sustentabilidade,104
2018,SÃO JOÃO DO JAGUARIBE,#NULO#,Branco,#NULO#,112
2018,SÃO JOÃO DO JAGUARIBE,#NULO#,Nulo,#NULO#,256
2018,SÃO JOÃO DO JAGUARIBE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,9
2018,SÃO JOÃO DO JAGUARIBE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,22
2018,SÃO JOÃO DO JAGUARIBE,PDT,CIRO GOMES,Partido Democrático Trabalhista,2168
2018,SÃO JOÃO DO JAGUARIBE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1995
2018,SÃO JOÃO DO JAGUARIBE,NOVO,JOÃO AMOÊDO,Partido Novo,8
2018,SÃO JOÃO DO JAGUARIBE,PSL,JAIR BOLSONARO,Partido Social Liberal,519
2018,SÃO JOÃO DO JAGUARIBE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,15
2018,SÃO JOÃO DO JAGUARIBE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,SÃO JOÃO DO JAGUARIBE,PATRI,CABO DACIOLO,Patriota,68
2018,SÃO JOÃO DO JAGUARIBE,PODE,ALVARO DIAS,Podemos,1
2018,SÃO JOÃO DO JAGUARIBE,REDE,MARINA SILVA,Rede Sustentabilidade,6
2018,SÃO LUÍS DO CURU,#NULO#,Branco,#NULO#,183
2018,SÃO LUÍS DO CURU,#NULO#,Nulo,#NULO#,457
2018,SÃO LUÍS DO CURU,DC,EYMAEL,Democracia Cristã,2
2018,SÃO LUÍS DO CURU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,42
2018,SÃO LUÍS DO CURU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,69
2018,SÃO LUÍS DO CURU,PDT,CIRO GOMES,Partido Democrático Trabalhista,3415
2018,SÃO LUÍS DO CURU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3514
2018,SÃO LUÍS DO CURU,NOVO,JOÃO AMOÊDO,Partido Novo,18
2018,SÃO LUÍS DO CURU,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,SÃO LUÍS DO CURU,PSL,JAIR BOLSONARO,Partido Social Liberal,1327
2018,SÃO LUÍS DO CURU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,14
2018,SÃO LUÍS DO CURU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,SÃO LUÍS DO CURU,PATRI,CABO DACIOLO,Patriota,97
2018,SÃO LUÍS DO CURU,PODE,ALVARO DIAS,Podemos,10
2018,SÃO LUÍS DO CURU,REDE,MARINA SILVA,Rede Sustentabilidade,26
2018,SENADOR POMPEU,#NULO#,Branco,#NULO#,329
2018,SENADOR POMPEU,#NULO#,Nulo,#NULO#,740
2018,SENADOR POMPEU,DC,EYMAEL,Democracia Cristã,3
2018,SENADOR POMPEU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,57
2018,SENADOR POMPEU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,151
2018,SENADOR POMPEU,PDT,CIRO GOMES,Partido Democrático Trabalhista,5681
2018,SENADOR POMPEU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6545
2018,SENADOR POMPEU,NOVO,JOÃO AMOÊDO,Partido Novo,17
2018,SENADOR POMPEU,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,SENADOR POMPEU,PSL,JAIR BOLSONARO,Partido Social Liberal,1995
2018,SENADOR POMPEU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,83
2018,SENADOR POMPEU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,SENADOR POMPEU,PATRI,CABO DACIOLO,Patriota,59
2018,SENADOR POMPEU,PODE,ALVARO DIAS,Podemos,16
2018,SENADOR POMPEU,REDE,MARINA SILVA,Rede Sustentabilidade,24
2018,SENADOR SÁ,#NULO#,Branco,#NULO#,68
2018,SENADOR SÁ,#NULO#,Nulo,#NULO#,176
2018,SENADOR SÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,15
2018,SENADOR SÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,21
2018,SENADOR SÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,2474
2018,SENADOR SÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1686
2018,SENADOR SÁ,NOVO,JOÃO AMOÊDO,Partido Novo,3
2018,SENADOR SÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,560
2018,SENADOR SÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,8
2018,SENADOR SÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,SENADOR SÁ,PATRI,CABO DACIOLO,Patriota,15
2018,SENADOR SÁ,PODE,ALVARO DIAS,Podemos,1
2018,SENADOR SÁ,REDE,MARINA SILVA,Rede Sustentabilidade,5
2018,SOBRAL,#NULO#,Branco,#NULO#,3993
2018,SOBRAL,#NULO#,Nulo,#NULO#,5207
2018,SOBRAL,DC,EYMAEL,Democracia Cristã,40
2018,SOBRAL,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,819
2018,SOBRAL,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,857
2018,SOBRAL,PDT,CIRO GOMES,Partido Democrático Trabalhista,66143
2018,SOBRAL,PT,FERNANDO HADDAD,Partido dos Trabalhadores,17663
2018,SOBRAL,NOVO,JOÃO AMOÊDO,Partido Novo,322
2018,SOBRAL,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,16
2018,SOBRAL,PSL,JAIR BOLSONARO,Partido Social Liberal,22714
2018,SOBRAL,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,231
2018,SOBRAL,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,23
2018,SOBRAL,PATRI,CABO DACIOLO,Patriota,520
2018,SOBRAL,PODE,ALVARO DIAS,Podemos,109
2018,SOBRAL,REDE,MARINA SILVA,Rede Sustentabilidade,356
2018,SOLONÓPOLE,#NULO#,Branco,#NULO#,134
2018,SOLONÓPOLE,#NULO#,Nulo,#NULO#,404
2018,SOLONÓPOLE,DC,EYMAEL,Democracia Cristã,1
2018,SOLONÓPOLE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,42
2018,SOLONÓPOLE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,65
2018,SOLONÓPOLE,PDT,CIRO GOMES,Partido Democrático Trabalhista,4661
2018,SOLONÓPOLE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4304
2018,SOLONÓPOLE,NOVO,JOÃO AMOÊDO,Partido Novo,16
2018,SOLONÓPOLE,PSL,JAIR BOLSONARO,Partido Social Liberal,1024
2018,SOLONÓPOLE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,26
2018,SOLONÓPOLE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,SOLONÓPOLE,PATRI,CABO DACIOLO,Patriota,30
2018,SOLONÓPOLE,PODE,ALVARO DIAS,Podemos,5
2018,SOLONÓPOLE,REDE,MARINA SILVA,Rede Sustentabilidade,20
2018,TABULEIRO DO NORTE,#NULO#,Branco,#NULO#,456
2018,TABULEIRO DO NORTE,#NULO#,Nulo,#NULO#,925
2018,TABULEIRO DO NORTE,DC,EYMAEL,Democracia Cristã,1
2018,TABULEIRO DO NORTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,87
2018,TABULEIRO DO NORTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,105
2018,TABULEIRO DO NORTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,6723
2018,TABULEIRO DO NORTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,8364
2018,TABULEIRO DO NORTE,NOVO,JOÃO AMOÊDO,Partido Novo,29
2018,TABULEIRO DO NORTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,TABULEIRO DO NORTE,PSL,JAIR BOLSONARO,Partido Social Liberal,2566
2018,TABULEIRO DO NORTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,34
2018,TABULEIRO DO NORTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,TABULEIRO DO NORTE,PATRI,CABO DACIOLO,Patriota,296
2018,TABULEIRO DO NORTE,PODE,ALVARO DIAS,Podemos,28
2018,TABULEIRO DO NORTE,REDE,MARINA SILVA,Rede Sustentabilidade,18
2018,TAMBORIL,#NULO#,Branco,#NULO#,302
2018,TAMBORIL,#NULO#,Nulo,#NULO#,536
2018,TAMBORIL,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,71
2018,TAMBORIL,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,344
2018,TAMBORIL,PDT,CIRO GOMES,Partido Democrático Trabalhista,5841
2018,TAMBORIL,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6853
2018,TAMBORIL,NOVO,JOÃO AMOÊDO,Partido Novo,14
2018,TAMBORIL,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,TAMBORIL,PSL,JAIR BOLSONARO,Partido Social Liberal,1460
2018,TAMBORIL,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,36
2018,TAMBORIL,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,TAMBORIL,PATRI,CABO DACIOLO,Patriota,56
2018,TAMBORIL,PODE,ALVARO DIAS,Podemos,11
2018,TAMBORIL,REDE,MARINA SILVA,Rede Sustentabilidade,19
2018,TARRAFAS,#NULO#,Branco,#NULO#,127
2018,TARRAFAS,#NULO#,Nulo,#NULO#,261
2018,TARRAFAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,53
2018,TARRAFAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,50
2018,TARRAFAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,2414
2018,TARRAFAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2346
2018,TARRAFAS,NOVO,JOÃO AMOÊDO,Partido Novo,1
2018,TARRAFAS,PSL,JAIR BOLSONARO,Partido Social Liberal,379
2018,TARRAFAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,12
2018,TARRAFAS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,TARRAFAS,PATRI,CABO DACIOLO,Patriota,26
2018,TARRAFAS,PODE,ALVARO DIAS,Podemos,5
2018,TARRAFAS,REDE,MARINA SILVA,Rede Sustentabilidade,8
2018,TAUÁ,#NULO#,Branco,#NULO#,694
2018,TAUÁ,#NULO#,Nulo,#NULO#,1879
2018,TAUÁ,DC,EYMAEL,Democracia Cristã,4
2018,TAUÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,169
2018,TAUÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,274
2018,TAUÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,17115
2018,TAUÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7723
2018,TAUÁ,NOVO,JOÃO AMOÊDO,Partido Novo,93
2018,TAUÁ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,TAUÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,5782
